chapter,verse,sanskrit,english,transliteration,verse_id
2,38,सुखदुःखे समे कृत्वा लाभालाभौ जयाजयौ |ततो युद्धाय युज्यस्व नैवं पापमवाप्स्यसि |,"Treating alike victory and defeat, gain and loss, pleasure and pain, get ready for the fight, then; fighting thus you will not incur sin.",sukhaduḥkhe same kṛtvā lābhālābhau jayājayau .tato yuddhāya yujyasva naivaṃ pāpamavāpsyasi,BG_2_38
2,39,एषा तेऽभिहिता साङ्ख्ये बुद्धिर्योगे त्विमां शृणु |बुद्ध्या युक्तो यया पार्थ कर्मबन्धं प्रहास्यसि |,"Arjuna, this attitude of mind has been declared to you in the knowledge yoga; now hear it in the karma yoga by which, being united with wisdom, you will thoroughly destroy the bondage of actions.",eṣā te.abhihitā sāṅkhye buddhiryoge tvimāṃ śṛṇu .buddhyā yukto yayā pārtha karmabandhaṃ prahāsyasi,BG_2_39
2,41,व्यवसायात्मिका बुद्धिरेकेह कुरुनन्दन |बहुशाखा ह्यनन्ताश्च बुद्धयोऽव्यवसायिनाम् |,"Arjuna, in this Yogathe intellect is determinate and directed singly towards one ideal; whereas the intellect of the undecidedwanders in all directions, after innumerable aims.",vyavasāyātmikā buddhirekeha kurunandana .bahuśākhā hyanantāśca buddhayo.avyavasāyinām,BG_2_41
2,42,यामिमां पुष्पितां वाचं प्रवदन्त्यविपश्चितः |वेदवादरताः पार्थ नान्यदस्तीति वादिनः |,"Arjuna, those unwise ones who are devoted to the letter of the Vedas and argue that there is nothing beyond heaven, utter flowery speech.",yāmimāṃ puṣpitāṃ vācaṃ pravadantyavipaścitaḥ .vedavādaratāḥ pārtha nānyadastīti vādinaḥ,BG_2_42
2,43,कामात्मानः स्वर्गपरा जन्मकर्मफलप्रदाम् |क्रियाविशेषबहुलां भोगैश्वर्यगतिं प्रति |,"Those who are full of desires, whose goal is heaven, who cling to rebirth and the fruits of action, who delight in various ritualistic works aimed at enjoyment and power.",kāmātmānaḥ svargaparā janmakarmaphalapradām .kriyāviśeṣabahulāṃ bhogaiśvaryagatiṃ prati,BG_2_43
2,45,त्रैगुण्यविषया वेदा निस्त्रैगुण्यो भवार्जुन |निर्द्वन्द्वो नित्यसत्त्वस्थो निर्योगक्षेम आत्मवान् |,"Arjuna, the Vedas thus deal with evolutes of the three Gunas; viz., worldly enjoyments and the means of attaining such enjoyments; be thou indifferent to these enjoyments and their means, rising above pairs of opposites like pleasure and pain etc., established in the Eternal Existence, absolutely unconcerned about the supply of wants and the preservation of what has been already attained, and self-controlled.",traiguṇyaviṣayā vedā nistraiguṇyo bhavārjuna .nirdvandvo nityasattvastho niryogakṣema ātmavān,BG_2_45
2,46,यावानर्थ उदपाने सर्वतः सम्प्लुतोदके |तावान्सर्वेषु वेदेषु ब्राह्मणस्य विजानतः |,"A Brahmana, who has obtained enlightenment, has the same use for all the Vedas as one who stands at the brink of a sheet of water overflowing on all sides has for a small reservoir of water.",yāvānartha udapāne sarvataḥ samplutodake .tāvānsarveṣu vedeṣu brāhmaṇasya vijānataḥ,BG_2_46
2,48,योगस्थः कुरु कर्माणि सङ्गं त्यक्त्वा धनञ्जय |सिद्ध्यसिद्ध्योः समो भूत्वा समत्वं योग उच्यते |,"Arjuna, perform your duties established in Yoga, renouncing attachment, and even-tempered in success and failure; evenness of temper is called Yoga.",yogasthaḥ kuru karmāṇi saṅgaṃ tyaktvā dhanañjaya .siddhyasiddhyoḥ samo bhūtvā samatvaṃ yoga ucyate,BG_2_48
2,49,दूरेण ह्यवरं कर्म बुद्धियोगाद्धनञ्जय |बुद्धौ शरणमन्विच्छ कृपणाः फलहेतवः |,"Far inferior is action performed with attachment, O Dhananjaya, compared with the yoga of wisdom. The wise seek refuge in wisdom, renouncing the fruits of action, for the ignorant are attached to the fruits.",dūreṇa hyavaraṃ karma buddhiyogāddhanañjaya .buddhau śaraṇamanviccha kṛpaṇāḥ phalahetavaḥ,BG_2_49
2,51,कर्मजं बुद्धियुक्ता हि फलं त्यक्त्वा मनीषिणः |जन्मबन्धविनिर्मुक्ताः पदं गच्छन्त्यनामयम् |,"For wise men possessing an equipo­sied mind, renouncing the fruit of actions and freed from the shackles of birth, attain the blissful supreme state.",karmajaṃ buddhiyuktā hi phalaṃ tyaktvā manīṣiṇaḥ .janmabandhavinirmuktāḥ padaṃ gacchantyanāmayam,BG_2_51
2,52,यदा ते मोहकलिलं बुद्धिर्व्यतितरिष्यति |तदा गन्तासि निर्वेदं श्रोतव्यस्य श्रुतस्य च |,"When your mind will have fully crossed the more of delusion, you will then grow indifferent to the enjoyments of this world.",yadā te mohakalilaṃ buddhirvyatitariṣyati .tadā gantāsi nirvedaṃ śrotavyasya śrutasya ca,BG_2_52
2,54,अर्जुन उवाच |स्थितप्रज्ञस्य का भाषा समाधिस्थस्य केशव |स्थितधीः किं प्रभाषेत किमासीत व्रजेत किम् |,"Arjuna said: O Keshava, what is the description of a man of steady wisdom, who is established in Samadhi? What does he do at dawn, what in the evening, and what at night? Arjuna said: Krishna, what is the definitionof a God-realized soul, stable to mind and established in Samadhi? How does the man of stable mind speak, how does he sit, how does he walk?",arjuna uvāca .sthitaprajñasya kā bhāṣā samādhisthasya keśava .sthitadhīḥ kiṃ prabhāṣeta kimāsīta vrajeta kim,BG_2_54
2,55,श्रीभगवानुवाच |प्रजहाति यदा कामान्सर्वान्पार्थ मनोगतान् |आत्मन्येवात्मना तुष्टः स्थितप्रज्ञस्तदोच्यते |,"Shree Bhagavan said: Arjuna, when one thoroughly dismisses all cravings of the mind, and is satisfied in the self throughthe self, then he is called stable of mind.",śrībhagavānuvāca .prajahāti yadā kāmānsarvānpārtha manogatān .ātmanyevātmanā tuṣṭaḥ sthitaprajñastadocyate,BG_2_55
2,56,दुःखेष्वनुद्विग्नमनाः सुखेषु विगतस्पृहः |वीतरागभयक्रोधः स्थितधीर्मुनिरुच्यते |,"The sage, whose mind remains unperturbed amid sorrows, whose thirst for pleasure has altogether disappeared, and who is free from passion, fear and anger, is called stale of mind.",duḥkheṣvanudvignamanāḥ sukheṣu vigataspṛhaḥ .vītarāgabhayakrodhaḥ sthitadhīrmunirucyate,BG_2_56
2,57,यः सर्वत्रानभिस्नेहस्तत्तत्प्राप्य शुभाशुभम् |नाभिनन्दति न द्वेष्टि तस्य प्रज्ञा प्रतिष्ठिता |,"He who is unattached to everything, and meeting with good and evil, neither rejoices nor recoils, his mind is stable.",yaḥ sarvatrānabhisnehastattatprāpya śubhāśubham .nābhinandati na dveṣṭi tasya prajñā pratiṣṭhitā,BG_2_57
2,58,यदा संहरते चायं कूर्मोऽङ्गानीव सर्वशः |इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता |,"When like a tortoise, which draws in its limbs from all directions, he withdraws his senses from the sense-objects, his mind isstable.",yadā saṃharate cāyaṃ kūrmo.aṅgānīva sarvaśaḥ .indriyāṇīndriyārthebhyastasya prajñā pratiṣṭhitā,BG_2_58
2,59,विषया विनिवर्तन्ते निराहारस्य देहिनः |रसवर्जं रसोऽप्यस्य परं दृष्ट्वा निवर्तते |,"Objects of the senses turn away from the abstinent embodied soul; having tasted the sweetness of the sense-objects, he turns away from them.",viṣayā vinivartante nirāhārasya dehinaḥ .rasavarjaṃ raso.apyasya paraṃ dṛṣṭvā nivartate,BG_2_59
2,61,तानि सर्वाणि संयम्य युक्त आसीत मत्परः |वशे हि यस्येन्द्रियाणि तस्य प्रज्ञा प्रतिष्ठिता |,"Having restrained all the senses, he should sit with his mind fixed on Me, devoted and controlling his senses; for the man who has his senses under control, his wisdom is firmly established.",tāni sarvāṇi saṃyamya yukta āsīta matparaḥ .vaśe hi yasyendriyāṇi tasya prajñā pratiṣṭhitā,BG_2_61
2,62,ध्यायतो विषयान्पुंसः सङ्गस्तेषूपजायते |सङ्गात्सञ्जायते कामः कामात्क्रोधोऽभिजायते |,"The man dwelling on sense-objects develops attachment for them; from attachment springs up desire, and from desireensues anger.",dhyāyato viṣayānpuṃsaḥ saṅgasteṣūpajāyate .saṅgātsañjāyate kāmaḥ kāmātkrodho.abhijāyate,BG_2_62
