query_id,query,positive,negative,positive_id,negative_id,query_language
BG_2_39_sa_en,एषा तेऽभिहिता साङ्ख्ये बुद्धिर्योगे त्विमां शृणु |बुद्ध्या युक्तो यया पार्थ कर्मबन्धं प्रहास्यसि |,"Arjuna, this attitude of mind has been declared to you in the knowledge yoga; now hear it in the karma yoga by which, being united with wisdom, you will thoroughly destroy the bondage of actions.","Know also, O best among the twice-born! the names of those who are the most distinguished amongst ourselves, the leaders of my army; these I name to thee for thy information.",BG_2_39,BG_1_7,sanskrit
BG_2_41_sa_en,व्यवसायात्मिका बुद्धिरेकेह कुरुनन्दन |बहुशाखा ह्यनन्ताश्च बुद्धयोऽव्यवसायिनाम् |,"Arjuna, in this Yogathe intellect is determinate and directed singly towards one ideal; whereas the intellect of the undecidedwanders in all directions, after innumerable aims.","He who sees inaction in action, and action in inaction, is wise among men; he is a yogi, who has performed all action.",BG_2_41,BG_4_18,sanskrit
BG_2_42_sa_en,यामिमां पुष्पितां वाचं प्रवदन्त्यविपश्चितः |वेदवादरताः पार्थ नान्यदस्तीति वादिनः |,"Arjuna, those unwise ones who are devoted to the letter of the Vedas and argue that there is nothing beyond heaven, utter flowery speech.","He who, offering the highest love to Me, preaches the most profound gospel of the gita among my devotees, shall come to me alone, there is no doubt about it.",BG_2_42,BG_18_68,sanskrit
BG_2_43_sa_en,कामात्मानः स्वर्गपरा जन्मकर्मफलप्रदाम् |क्रियाविशेषबहुलां भोगैश्वर्यगतिं प्रति |,"Those who are full of desires, whose goal is heaven, who cling to rebirth and the fruits of action, who delight in various ritualistic works aimed at enjoyment and power.","There he attains the union of intellect, born of the merits of past lives; and then he strives again, O Kurunandana, for perfection.",BG_2_43,BG_6_43,sanskrit
BG_2_45_sa_en,त्रैगुण्यविषया वेदा निस्त्रैगुण्यो भवार्जुन |निर्द्वन्द्वो नित्यसत्त्वस्थो निर्योगक्षेम आत्मवान् |,"Arjuna, the Vedas thus deal with evolutes of the three Gunas; viz., worldly enjoyments and the means of attaining such enjoyments; be thou indifferent to these enjoyments and their means, rising above pairs of opposites like pleasure and pain etc., established in the Eternal Existence, absolutely unconcerned about the supply of wants and the preservation of what has been already attained, and self-controlled.","He who is indifferent to honour and ignominy; is alike to the cause of a friend as well as to that of an enemy, and has renounced the senses of doership in all undertakings, is said to have risen above the three Gunas.",BG_2_45,BG_14_25,sanskrit
BG_2_46_sa_en,यावानर्थ उदपाने सर्वतः सम्प्लुतोदके |तावान्सर्वेषु वेदेषु ब्राह्मणस्य विजानतः |,"A Brahmana, who has obtained enlightenment, has the same use for all the Vedas as one who stands at the brink of a sheet of water overflowing on all sides has for a small reservoir of water.","They who, having taken refuge in Me, strive for deliverance from old age and death know Brahma, the whole Adhyatma, and the entire field of Karma.",BG_2_46,BG_7_29,sanskrit
BG_2_48_sa_en,योगस्थः कुरु कर्माणि सङ्गं त्यक्त्वा धनञ्जय |सिद्ध्यसिद्ध्योः समो भूत्वा समत्वं योग उच्यते |,"Arjuna, perform your duties established in Yoga, renouncing attachment, and even-tempered in success and failure; evenness of temper is called Yoga.","He who sees inaction in action, and action in inaction, is wise among men; he is a yogi, who has performed all action.",BG_2_48,BG_4_18,sanskrit
BG_2_49_sa_en,दूरेण ह्यवरं कर्म बुद्धियोगाद्धनञ्जय |बुद्धौ शरणमन्विच्छ कृपणाः फलहेतवः |,"Far inferior is action performed with attachment, O Dhananjaya, compared with the yoga of wisdom. The wise seek refuge in wisdom, renouncing the fruits of action, for the ignorant are attached to the fruits.","All his actions melt away, who is free from attachment, whose mind is established in knowledge, and who performs actions for the sake of sacrifice.",BG_2_49,BG_4_23,sanskrit
BG_2_51_sa_en,कर्मजं बुद्धियुक्ता हि फलं त्यक्त्वा मनीषिणः |जन्मबन्धविनिर्मुक्ताः पदं गच्छन्त्यनामयम् |,"For wise men possessing an equipo­sied mind, renouncing the fruit of actions and freed from the shackles of birth, attain the blissful supreme state.","Even the wise call him a sage, whose undertaking are all free from desire and thoughts of the world, and whose actions are burnt up by the fire of wisdom.",BG_2_51,BG_4_19,sanskrit
BG_2_52_sa_en,यदा ते मोहकलिलं बुद्धिर्व्यतितरिष्यति |तदा गन्तासि निर्वेदं श्रोतव्यस्य श्रुतस्य च |,"When your mind will have fully crossed the more of delusion, you will then grow indifferent to the enjoyments of this world.","They, however, who, finding fault with this teaching of Mine, do not follow it, take those fools to be deluded in the matter of all knowledge, and lost.",BG_2_52,BG_3_32,sanskrit
BG_2_54_sa_en,अर्जुन उवाच |स्थितप्रज्ञस्य का भाषा समाधिस्थस्य केशव |स्थितधीः किं प्रभाषेत किमासीत व्रजेत किम् |,"Arjuna said: O Keshava, what is the description of a man of steady wisdom, who is established in Samadhi? What does he do at dawn, what in the evening, and what at night? Arjuna said: Krishna, what is the definitionof a God-realized soul, stable to mind and established in Samadhi? How does the man of stable mind speak, how does he sit, how does he walk?","Shree Bhagavan said: Arjuna, hear once again My supreme word, which I shall speak to you, who are so loving, out of solicitude for your welfare.",BG_2_54,BG_10_1,sanskrit
BG_2_55_sa_en,श्रीभगवानुवाच |प्रजहाति यदा कामान्सर्वान्पार्थ मनोगतान् |आत्मन्येवात्मना तुष्टः स्थितप्रज्ञस्तदोच्यते |,"Shree Bhagavan said: Arjuna, when one thoroughly dismisses all cravings of the mind, and is satisfied in the self throughthe self, then he is called stable of mind.","Arjuna, whenever righteousness is on the decline, and unrighteousness is in the ascendant, then I body Myself forth.",BG_2_55,BG_4_7,sanskrit
